CUSTOMER,SERIES_NAME,SKUNO,SN,STATION,FAILURE_SYMPTOM,LOCATION,FAIL_TIME,CHECKIN_TIME,ERROR_CODE,ROOT_CAUSE_DESC,ACTIONDESC,REPAIR_TIME,REPARIR_REWORK_COUNT
JUNIPER,JUNIPER-PCBA,711-102627,EBBK0215,SMT1,MISALIGNMET COMPONENT,C10428,21/09/2024 3:11,21/09/2024 4:15,E201,Misalignment Component,Resolder,21/09/2024 4:16,1
JUNIPER,JUNIPER-PCBA,711-148013,EBBK1670,SMT1,MISALIGNMET COMPONENT,R1556,24/09/2024 3:05,24/09/2024 3:54,E201,Misalignment Component,Resolder,24/09/2024 3:54,1
JUNIPER,JUNIPER-PCBA,711-148013,EBBK1678,SMT2,MISALIGNMET COMPONENT,U9008,24/09/2024 20:35,24/09/2024 22:42,E201,Misalignment Component,Resolder,24/09/2024 22:43,1
JUNIPER,JUNIPER-PCBA,711-148013,EBBK1853,SMT2,MISALIGNMET COMPONENT,U2003,24/09/2024 20:34,24/09/2024 22:42,E201,Misalignment Component,Resolder,24/09/2024 22:42,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0497,SMT2,MISALIGNMET COMPONENT,U4,31/08/2024 3:59,04/09/2024 14:31,E201,Misalignment Component,Resolder,04/09/2024 14:42,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3824AV0029,SMT1,MISALIGNMET COMPONENT,R1001,23/09/2024 3:44,23/09/2024 4:29,E201,Misalignment Component,Resolder,23/09/2024 4:29,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3824AV0073,SMT1,MISALIGNMET COMPONENT,D169,23/09/2024 4:05,23/09/2024 4:27,E201,Misalignment Component,Resolder,23/09/2024 4:27,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3824AV0095,SMT1,MISALIGNMET COMPONENT,ZC30,23/09/2024 3:39,23/09/2024 4:28,E201,Misalignment Component,Resolder,23/09/2024 4:28,1
JUNIPER,JUNIPER-PCBA,611-155736,FY3624AV0008,SMT1,MISALIGNMET COMPONENT,U55,05/09/2024 14:53,05/09/2024 15:40,E201,Misalignment Component,Resolder,05/09/2024 15:52,1
JUNIPER,JUNIPER-PCBA,611-155736,FY3624AV0020,SMT1,MISALIGNMET COMPONENT,U75,05/09/2024 14:51,05/09/2024 15:39,E201,Misalignment Component,Resolder,05/09/2024 15:52,1
JUNIPER,JUNIPER-PCBA,711-073308,EAAH7374,5DX,Missing component,J4318,01/06/2024 15:27,20/06/2024 14:13,E204,Missing Component,Resolder,05/09/2024 14:21,1
JUNIPER,JUNIPER-PCBA,711-045719,EAAL8266,5DX,Missing component,J20,20/09/2024 8:07,20/09/2024 21:28,E204,Missing Component,Resolder,20/09/2024 21:28,1
JUNIPER,JUNIPER-PCBA,711-063179,EBBJ6582,SMT2,Missing component,U90014,16/09/2024 14:27,16/09/2024 14:43,E204,Missing Component,Add component,16/09/2024 15:30,1
JUNIPER,JUNIPER-PCBA,611-155736,FY3624AV0025,SMT2,Missing component,C20,06/09/2024 3:08,06/09/2024 15:29,E201,Misalignment Component,Correct Misalignment/Tilted Component,14/09/2024 16:47,1
JUNIPER,JUNIPER-PCBA,611-155732,A13524AV0036,5DX,Open Solder,J7,30/08/2024 15:31,06/09/2024 10:12,E304,Open Solder,Resolder,06/09/2024 10:42,1
JUNIPER,JUNIPER-PCBA,611-155734,A13524AV0150,5DX,Open Solder,CN4,12/09/2024 18:25,13/09/2024 13:36,E304,Open Solder,Resolder,13/09/2024 13:37,1
JUNIPER,JUNIPER-PCBA,711-073308,EAAC7364,5DX,Open Solder,U13343,10/06/2024 10:43,20/06/2024 14:04,E304,Open Solder,Resolder,11/09/2024 14:09,1
JUNIPER,JUNIPER-PCBA,711-054756,EAAF3257,5DX,Open Solder,J2001,06/08/2024 15:13,07/09/2024 16:17,E304,Open Solder,Resolder,07/09/2024 16:18,2
JUNIPER,JUNIPER-PCBA,711-046013,EAAF4054,ICT,Open Solder,RP90022,08/09/2024 9:07,09/09/2024 19:52,E202,Wrong Component,Resolder,17/09/2024 3:35,2
JUNIPER,JUNIPER-PCBA,711-073308,EAAF6274,ICT,Open Solder,C2519 /C2416/R25901,10/06/2024 21:00,20/06/2024 14:14,E304,Open Solder,Resolder,09/09/2024 13:31,2
JUNIPER,JUNIPER-PCBA,711-055085,EAAH5458,ICT,Open Solder,E3027,12/09/2024 14:04,12/09/2024 16:13,E304,Open Solder,Resolder,12/09/2024 16:14,2
JUNIPER,JUNIPER-PCBA,711-045716,EAAP2144,ICT,Open Solder,U1000,14/08/2024 1:04,13/09/2024 9:07,E304,Open Solder,Resolder,13/09/2024 9:07,6
JUNIPER,JUNIPER-PCBA,711-073308,EAAR3998,ICT,Open Solder,R30011,22/06/2024 22:25,24/06/2024 9:35,E304,Open Solder,Resolder,05/09/2024 13:29,2
JUNIPER,JUNIPER-PCBA,711-054743,EAAS1764,ICT,Open Solder,,08/09/2024 13:27,09/09/2024 3:08,E218,NTF,NTF,09/09/2024 3:09,3
JUNIPER,JUNIPER-PCBA,711-045719,EAAT0918,ICT,Open Solder,U18,20/09/2024 14:51,20/09/2024 21:27,E304,Open Solder,Resolder,20/09/2024 21:31,1
JUNIPER,JUNIPER-PCBA,711-073308,EAAT3068,5DX,Open Solder,U1004,02/06/2024 1:57,20/06/2024 14:05,E305,Solder Bridge,Resolder,14/09/2024 9:52,11
JUNIPER,JUNIPER-PCBA,711-072922,EAAV0018,5DX,Open Solder,U2820,11/09/2024 3:49,11/09/2024 8:42,E201,Misalignment Component,Resolder,11/09/2024 9:27,1
JUNIPER,JUNIPER-PCBA,711-055085,EAAX3994,ICT,Open Solder,E7601,12/09/2024 14:06,13/09/2024 9:48,E304,Open Solder,Resolder,13/09/2024 9:48,4
JUNIPER,JUNIPER-PCBA,711-073308,EABB8630,5DX,Open Solder,J2101,10/06/2024 10:42,20/06/2024 14:04,E304,Open Solder,Resolder,10/09/2024 9:58,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBF3293,ICT,Open Solder,R508,19/09/2024 9:02,19/09/2024 9:28,E304,Open Solder,Resolder,19/09/2024 10:30,4
JUNIPER,JUNIPER-PCBA,711-055619,EBBF9903,ICT,Open Solder,D1001,25/06/2024 22:02,27/06/2024 18:44,E304,Open Solder,Resolder,25/09/2024 3:53,1
JUNIPER,JUNIPER-PCBA,711-166103,EBBG6140,ICT,Open Solder,R2104,17/09/2024 21:28,17/09/2024 21:36,E304,Open Solder,Resolder,17/09/2024 21:37,2
JUNIPER,JUNIPER-PCBA,711-054743,EBBG7553,ICT,Open Solder,C951,08/09/2024 15:45,09/09/2024 15:25,E305,Solder Bridge,Resolder,14/09/2024 13:55,2
JUNIPER,JUNIPER-PCBA,711-054743,EBBG7637,ICT,Open Solder,R1291,08/09/2024 15:43,09/09/2024 15:24,E305,Solder Bridge,Resolder,14/09/2024 13:53,2
JUNIPER,JUNIPER-PCBA,711-054743,EBBG7692,ICT,Open Solder,C999,08/09/2024 15:43,09/09/2024 15:23,E305,Solder Bridge,Resolder,14/09/2024 13:53,2
JUNIPER,JUNIPER-PCBA,711-055085,EBBG9651,ICT,Open Solder,D6511,08/09/2024 17:36,09/09/2024 9:58,E205,Damaged Component,Replace component,10/09/2024 15:59,3
JUNIPER,JUNIPER-PCBA,711-054743,EBBH7725,ICT,Open Solder,R1573,08/09/2024 15:42,09/09/2024 15:24,E304,Open Solder,Resolder,14/09/2024 13:54,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBH8767,ICT,Open Solder,R40331,09/09/2024 14:47,09/09/2024 15:49,E304,Open Solder,Resolder,09/09/2024 15:49,2
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9420,ICT,Open Solder,D4004,05/09/2024 16:45,05/09/2024 16:56,E304,Open Solder,Resolder,05/09/2024 17:05,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9421,ICT,Open Solder,C2552,05/09/2024 21:27,06/09/2024 8:36,E202,Wrong Component,Replace component,06/09/2024 9:03,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9432,5DX,Open Solder,U1010,04/09/2024 20:13,04/09/2024 20:24,E304,Open Solder,Resolder,04/09/2024 20:25,2
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9436,ICT,Open Solder,U8012,05/09/2024 16:41,05/09/2024 16:57,E304,Open Solder,Resolder,05/09/2024 17:12,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9441,ICT,Open Solder,R2439,05/09/2024 21:28,05/09/2024 22:01,E304,Open Solder,Resolder,05/09/2024 22:02,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9447,ICT,Open Solder,R8216,05/09/2024 21:22,05/09/2024 21:53,E304,Open Solder,Resolder,05/09/2024 21:53,3
JUNIPER,JUNIPER-PCBA,711-070865,EBBH9682,ICT,Open Solder,R4223,31/08/2024 17:46,01/09/2024 8:41,E304,Open Solder,Resolder,01/09/2024 8:42,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBH9779,ICT,Open Solder,R9052,31/08/2024 17:45,01/09/2024 8:50,E204,Missing Component,Resolder,01/09/2024 8:51,2
JUNIPER,JUNIPER-PCBA,711-041855,EBBH9863,ICT,Open Solder,R59,12/09/2024 21:41,13/09/2024 1:55,E304,Open Solder,Resolder,13/09/2024 1:55,1
JUNIPER,JUNIPER-PCBA,711-044129,EBBJ0817,ICT,Open Solder,R30,06/09/2024 19:58,07/09/2024 3:10,E304,Open Solder,Resolder,07/09/2024 3:10,2
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ0855,ICT,Open Solder,R121,17/09/2024 20:13,18/09/2024 5:08,E209,Extra Component,Resolder,18/09/2024 5:08,3
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ0855,ICT,Open Solder,U38,21/09/2024 18:03,22/09/2024 3:01,E304,Open Solder,Resolder,22/09/2024 3:01,3
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1075,ICT,Open Solder,R41123,17/09/2024 4:04,17/09/2024 5:45,E304,Open Solder,Resolder,17/09/2024 5:45,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1100,ICT,Open Solder,R4249,17/09/2024 4:25,17/09/2024 5:43,E304,Open Solder,Resolder,17/09/2024 5:43,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1129,ICT,Open Solder,R25003,06/09/2024 10:24,06/09/2024 10:31,E209,Extra Component,Resolder,06/09/2024 10:40,2
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1129,ICT,Open Solder,R41295,07/09/2024 4:38,07/09/2024 8:25,E202,Wrong Component,Replace component,07/09/2024 8:26,2
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1130,ICT,Open Solder,R35037,20/09/2024 1:16,20/09/2024 1:49,E304,Open Solder,Resolder,20/09/2024 1:49,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1222,ICT,Open Solder,J80,20/09/2024 1:17,20/09/2024 2:46,E128,Contact Abnormal,Reassemble,20/09/2024 2:48,1
JUNIPER,JUNIPER-PCBA,711-055085,EBBJ2504,ICT,Open Solder,U6506,12/09/2024 8:24,12/09/2024 8:31,E304,Open Solder,Resolder,12/09/2024 8:31,2
JUNIPER,JUNIPER-PCBA,711-055085,EBBJ2507,5DX,Open Solder,U4010,07/09/2024 13:42,07/09/2024 13:49,E304,Open Solder,Resolder,07/09/2024 13:49,1
JUNIPER,JUNIPER-PCBA,711-055085,EBBJ2527,5DX,Open Solder,U7010,07/09/2024 8:46,07/09/2024 9:03,E302,Insufficient Solder,Resolder,07/09/2024 9:03,2
JUNIPER,JUNIPER-PCBA,711-072924,EBBJ2918,5DX,Open Solder,J2201,04/09/2024 9:22,09/09/2024 16:36,E304,Open Solder,Resolder,09/09/2024 16:36,1
JUNIPER,JUNIPER-PCBA,711-148022,EBBJ3166,5DX,Open Solder,U80030,10/09/2024 12:01,11/09/2024 8:42,E302,Insufficient Solder,Resolder,11/09/2024 9:30,1
JUNIPER,JUNIPER-PCBA,711-055619,EBBJ3955,5DX,Open Solder,J1,11/09/2024 6:19,11/09/2024 8:35,E304,Open Solder,Resolder,13/09/2024 16:56,1
JUNIPER,JUNIPER-PCBA,711-148523,EBBJ4397,5DX,Open Solder,D705,10/09/2024 10:14,10/09/2024 10:48,E304,Open Solder,Resolder,10/09/2024 10:49,1
JUNIPER,JUNIPER-PCBA,711-148013,EBBJ5024,ICT,Open Solder,D65,16/09/2024 13:32,16/09/2024 14:04,E224,Damaged Component(N_C part),Resolder,16/09/2024 15:35,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5114,ICT,Open Solder,C35108,21/09/2024 8:26,21/09/2024 9:39,E224,Damaged Component(N_C part),Replace component,21/09/2024 17:56,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5122,ICT,Open Solder,U100131,19/09/2024 18:22,20/09/2024 1:39,E304,Open Solder,Resolder,20/09/2024 1:39,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5140,5DX,Open Solder,U31029,19/09/2024 14:15,19/09/2024 16:54,E210,Co-planarity,Resolder,19/09/2024 17:03,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5155,ICT,Open Solder,C81013,21/09/2024 5:10,21/09/2024 9:39,E224,Damaged Component(N_C part),Replace component,21/09/2024 9:41,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5193,5DX,Open Solder,U100130,20/09/2024 9:59,20/09/2024 15:07,E302,Insufficient Solder,Resolder,20/09/2024 15:10,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5195,ICT,Open Solder,C772,21/09/2024 5:02,21/09/2024 5:03,E205,Damaged Component,Replace component,21/09/2024 5:03,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5197,ICT,Open Solder,R35104,21/09/2024 1:22,21/09/2024 1:39,E205,Damaged Component,Replace component,21/09/2024 1:39,2
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5230,ICT,Open Solder,C108093,21/09/2024 5:11,21/09/2024 9:39,E305,Solder Bridge,Resolder,21/09/2024 9:41,2
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5255,ICT,Open Solder,R34427,22/09/2024 5:49,22/09/2024 20:46,E211,Wrong polarity,Resolder,22/09/2024 20:47,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5258,ICT,Open Solder,E32252,20/09/2024 1:41,20/09/2024 4:50,E204,Missing Component,Resolder,20/09/2024 4:50,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBJ5786,ICT,Open Solder,L276,19/09/2024 5:59,19/09/2024 9:08,E204,Missing Component,Add component,19/09/2024 9:16,1
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ7355,ICT,Open Solder,R45,21/09/2024 18:02,22/09/2024 5:03,E202,Wrong Component,Resolder,22/09/2024 5:04,1
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ7372,ICT,Open Solder,D2,21/09/2024 18:04,22/09/2024 2:25,E211,Wrong polarity,Resolder,22/09/2024 2:25,1
JUNIPER,JUNIPER-PCBA,711-087558,EBBJ7672,ICT,Open Solder,E4907,24/09/2024 8:54,24/09/2024 9:13,E224,Damaged Component(N_C part),Replace component,24/09/2024 9:34,1
JUNIPER,JUNIPER-PCBA,711-087558,EBBJ7704,ICT,Open Solder,E4903,22/09/2024 5:23,22/09/2024 20:03,E204,Missing Component,Resolder,22/09/2024 20:03,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ2924AV0054,ICT,Open Solder,R1011,15/09/2024 15:59,15/09/2024 20:53,E304,Open Solder,Resolder,15/09/2024 20:54,4
JUNIPER,JUNIPER-PCBA,611-133600,FJ2924AV0064,ICT,Open Solder,C811,15/09/2024 16:00,15/09/2024 20:54,E204,Missing Component,Resolder,15/09/2024 20:54,2
JUNIPER,JUNIPER-PCBA,611-133600,FJ2924AV0141,ICT,Open Solder,PC300,15/09/2024 15:57,15/09/2024 20:53,E304,Open Solder,Resolder,15/09/2024 20:53,5
JUNIPER,JUNIPER-PCBA,611-133600,FJ3324AV0292,ICT,Open Solder,PR269,15/09/2024 15:59,16/09/2024 10:12,E202,Wrong Component,Resolder,16/09/2024 21:23,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0038,ICT,Open Solder,L5398,15/09/2024 15:58,16/09/2024 10:13,E206,Defect Component,Replace component,16/09/2024 21:19,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0149,ICT,Open Solder,R470,09/09/2024 15:56,09/09/2024 16:58,E201,Misalignment Component,Correct Misalignment/Tilted Component,09/09/2024 17:09,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0189,ICT,Open Solder,BA1,08/09/2024 18:23,09/09/2024 3:07,E204,Missing Component,Resolder,09/09/2024 3:08,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0532,ICT,Open Solder,ZU1,16/09/2024 5:56,16/09/2024 10:15,E304,Open Solder,Resolder,16/09/2024 16:13,2
JUNIPER,JUNIPER-PCBA,611-155735,FZ3524AV0015,5DX,Open Solder,CN50,13/09/2024 4:57,13/09/2024 9:16,E304,Open Solder,Resolder,13/09/2024 9:17,1
JUNIPER,JUNIPER-PCBA,611-155735,FZ3524AV0029,ICT,Open Solder,R4138,13/09/2024 14:05,13/09/2024 14:23,E205,Damaged Component,Replace component,13/09/2024 14:23,1
JUNIPER,JUNIPER-PCBA,611-155735,FZ3524AV0031,5DX,Open Solder,CN59,13/09/2024 10:35,16/09/2024 20:39,E304,Open Solder,Resolder,16/09/2024 20:39,1
JUNIPER,JUNIPER-PCBA,611-155735,FZ3524AV0037,ICT,Open Solder,DDLED26,13/09/2024 14:58,13/09/2024 16:44,E204,Missing Component,Replace component,13/09/2024 16:45,3
JUNIPER,JUNIPER-PCBA,750-055087,EBBE7862,SAT,"PIC bcm GE switch check failed, link is not up",J1,16/09/2024 8:24,16/09/2024 9:09,E205,Damaged Component,ActionCode SN FJZ,24/09/2024 14:20,3
JUNIPER,JUNIPER-PCBA,750-055087,EBBE7862,SAT,"PIC bcm GE switch check failed, link is not up",,23/08/2024 17:23,24/08/2024 17:22,E803,Programmable part content error,Reprogram,06/09/2024 13:16,3
JUNIPER,JUNIPER-PCBA,750-112461,EBBD5996,SLT,SERDES_PARAMETRIC_TEST_FAIL,U1000,20/08/2024 16:16,20/08/2024 18:08,E206,Defect Component,ActionCode SN FJZ,16/09/2024 10:45,2
JUNIPER,JUNIPER-PCBA,750-112461,EBBG1824,SLT,SERDES_PARAMETRIC_TEST_FAIL,U1000,20/08/2024 10:53,20/08/2024 18:07,E304,Open Solder,Resolder,14/09/2024 9:39,1
JUNIPER,JUNIPER-PCBA,611-155732,A13524AV0039,5DX,Solder Bridge,PU16,05/09/2024 16:07,06/09/2024 10:12,E305,Solder Bridge,Resolder,06/09/2024 10:14,2
JUNIPER,JUNIPER-PCBA,611-155732,A13524AV0055,5DX,Solder Bridge,PU15,05/09/2024 13:44,06/09/2024 10:12,E305,Solder Bridge,Resolder,06/09/2024 10:17,1
JUNIPER,JUNIPER-PCBA,711-053322,EAAC0553,ICT,Solder Bridge,U65001,27/08/2024 22:13,14/09/2024 9:48,E305,Solder Bridge,Resolder,14/09/2024 9:48,5
JUNIPER,JUNIPER-PCBA,711-045719,EAAF8080,ICT,Solder Bridge,R248,20/09/2024 14:45,20/09/2024 21:28,E305,Solder Bridge,Resolder,20/09/2024 21:31,1
JUNIPER,JUNIPER-PCBA,711-063413,EAAF8833,ICT,Solder Bridge,U2019,10/08/2024 5:50,11/09/2024 14:50,E305,Solder Bridge,Resolder,11/09/2024 14:51,6
JUNIPER,JUNIPER-PCBA,711-045716,EAAH2789,ICT,Solder Bridge,U80000,22/06/2024 17:41,24/06/2024 10:41,E305,Solder Bridge,Resolder,19/09/2024 5:23,1
JUNIPER,JUNIPER-PCBA,711-055085,EAAH5481,ICT,Solder Bridge,U7010,12/09/2024 13:17,12/09/2024 15:32,E305,Solder Bridge,Resolder,12/09/2024 15:33,5
JUNIPER,JUNIPER-PCBA,711-045719,EAAJ0290,5DX,Solder Bridge,U38,20/09/2024 12:41,22/09/2024 3:00,E305,Solder Bridge,Resolder,22/09/2024 3:00,2
JUNIPER,JUNIPER-PCBA,711-045716,EAAJ4211,ICT,Solder Bridge,U90017,29/07/2024 2:51,07/09/2024 14:19,E305,Solder Bridge,Resolder,07/09/2024 14:31,2
JUNIPER,JUNIPER-PCBA,711-053322,EAAL9939,ICT,Solder Bridge,U40029,05/07/2024 9:44,05/07/2024 11:05,E305,Solder Bridge,Resolder,13/09/2024 16:10,1
JUNIPER,JUNIPER-PCBA,711-045719,EAAP4661,ICT,Solder Bridge,R754,20/09/2024 14:47,20/09/2024 21:28,E305,Solder Bridge,Resolder,20/09/2024 21:30,1
JUNIPER,JUNIPER-PCBA,711-106557,EABB8870,ICT,Solder Bridge,J13,09/06/2024 15:45,20/06/2024 9:39,E305,Solder Bridge,Resolder,22/09/2024 5:20,1
JUNIPER,JUNIPER-PCBA,711-054743,EBBC0309,ICT,Solder Bridge,U41,05/02/2024 15:09,10/04/2024 16:31,E305,Solder Bridge,Resolder,12/09/2024 1:53,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBG2022,ICT,Solder Bridge,C1783,19/09/2024 10:26,19/09/2024 10:50,E305,Solder Bridge,Resolder,19/09/2024 11:16,2
JUNIPER,JUNIPER-PCBA,711-102627,EBBG2024,ICT,Solder Bridge,C1363,19/09/2024 10:27,19/09/2024 10:48,E305,Solder Bridge,Resolder,19/09/2024 11:15,2
JUNIPER,JUNIPER-PCBA,711-054743,EBBG7665,ICT,Solder Bridge,,08/09/2024 15:44,09/09/2024 3:09,E218,NTF,NTF,09/09/2024 3:10,2
JUNIPER,JUNIPER-PCBA,711-166103,EBBH6499,5DX,Solder Bridge,U2000,16/09/2024 16:52,17/09/2024 2:10,E304,Open Solder,Resolder,17/09/2024 2:10,1
JUNIPER,JUNIPER-PCBA,711-166103,EBBH6509,5DX,Solder Bridge,U5008,16/09/2024 13:24,17/09/2024 2:04,E304,Open Solder,Resolder,17/09/2024 2:05,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9431,ICT,Solder Bridge,U11006,05/09/2024 21:26,06/09/2024 9:09,E305,Solder Bridge,Resolder,06/09/2024 9:10,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9439,ICT,Solder Bridge,U11003,05/09/2024 16:39,05/09/2024 17:18,E305,Solder Bridge,Resolder,05/09/2024 17:18,2
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9447,ICT,Solder Bridge,R9149,05/09/2024 16:45,05/09/2024 17:32,E305,Solder Bridge,Resolder,05/09/2024 17:33,3
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ0855,ICT,Solder Bridge,J18,20/09/2024 14:49,20/09/2024 21:27,E305,Solder Bridge,Resolder,20/09/2024 21:31,3
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1063,ICT,Solder Bridge,C745,20/09/2024 1:18,20/09/2024 2:30,E206,Defect Component,Replace component,20/09/2024 2:30,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1092,ICT,Solder Bridge,U11001,06/09/2024 18:18,07/09/2024 8:53,E305,Solder Bridge,Resolder,07/09/2024 8:53,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1112,ICT,Solder Bridge,R18103,17/09/2024 4:04,17/09/2024 6:07,E305,Solder Bridge,Resolder,17/09/2024 6:07,4
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1112,ICT,Solder Bridge,R4228,06/09/2024 10:25,06/09/2024 11:18,E304,Open Solder,Resolder,06/09/2024 11:18,4
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1112,ICT,Solder Bridge,R61,07/09/2024 4:41,07/09/2024 8:51,E305,Solder Bridge,Resolder,07/09/2024 8:53,4
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1125,ICT,Solder Bridge,R48,20/09/2024 1:17,20/09/2024 2:34,E305,Solder Bridge,Resolder,20/09/2024 2:34,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1141,ICT,Solder Bridge,C18323,19/09/2024 21:03,20/09/2024 2:38,E305,Solder Bridge,Resolder,20/09/2024 2:38,1
JUNIPER,JUNIPER-PCBA,711-055085,EBBJ2527,5DX,Solder Bridge,U7010,07/09/2024 9:45,12/09/2024 9:49,E305,Solder Bridge,Resolder,12/09/2024 9:49,2
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ4227,ICT,Solder Bridge,C80162,14/09/2024 5:31,14/09/2024 9:01,E205,Damaged Component,Replace component,14/09/2024 9:02,1
JUNIPER,JUNIPER-PCBA,711-063179,EBBJ4959,ICT,Solder Bridge,R70086,12/09/2024 9:22,12/09/2024 9:36,E305,Solder Bridge,Resolder,12/09/2024 9:37,2
JUNIPER,JUNIPER-PCBA,711-148013,EBBJ4990,ICT,Solder Bridge,R881,16/09/2024 13:33,16/09/2024 14:04,E202,Wrong Component,Replace component,16/09/2024 15:34,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5151,ICT,Solder Bridge,U24011,20/09/2024 5:40,20/09/2024 15:06,E211,Wrong polarity,Correct Misalignment/Tilted Component,20/09/2024 15:08,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5197,ICT,Solder Bridge,U100118,20/09/2024 5:40,20/09/2024 15:07,E201,Misalignment Component,Correct Misalignment/Tilted Component,20/09/2024 15:09,2
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ5498,ICT,Solder Bridge,R547,20/09/2024 14:46,20/09/2024 21:28,E305,Solder Bridge,Resolder,20/09/2024 21:30,1
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ5550,ICT,Solder Bridge,R772,20/09/2024 14:47,20/09/2024 21:28,E305,Solder Bridge,Resolder,20/09/2024 21:29,2
JUNIPER,JUNIPER-PCBA,711-045716,EBBJ5600,VI,Solder Bridge,U1002,18/09/2024 1:39,20/09/2024 1:46,E305,Solder Bridge,Resolder,20/09/2024 1:47,2
JUNIPER,JUNIPER-PCBA,711-102627,EBBJ5770,ICT,Solder Bridge,C5826,19/09/2024 5:59,19/09/2024 9:08,E308,Solder Splash,Resolder,19/09/2024 9:13,1
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ7371,ICT,Solder Bridge,R533,21/09/2024 18:03,22/09/2024 3:08,E305,Solder Bridge,Resolder,22/09/2024 3:08,1
JUNIPER,JUNIPER-PCBA,711-072924,EBBJ8317,VI,Solder Bridge,J4401,23/09/2024 20:53,23/09/2024 21:15,E305,Solder Bridge,Resolder,23/09/2024 21:15,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3324AV0047,ICT,Solder Bridge,PC335,10/09/2024 9:20,10/09/2024 11:02,E305,Solder Bridge,Resolder,10/09/2024 11:02,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3324AV0132,ICT,Solder Bridge,CJ5,10/09/2024 9:21,10/09/2024 11:01,E305,Solder Bridge,Resolder,10/09/2024 11:02,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3324AV0151,ICT,Solder Bridge,DJ1,08/09/2024 18:24,09/09/2024 3:08,E305,Solder Bridge,Resolder,09/09/2024 3:08,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0065,ICT,Solder Bridge,R477,09/09/2024 15:55,09/09/2024 16:57,E305,Solder Bridge,Resolder,09/09/2024 17:10,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0194,ICT,Solder Bridge,C1954,10/09/2024 4:31,10/09/2024 9:29,E204,Missing Component,Add component,10/09/2024 9:30,1
